Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-11-29,2018,11,29,Thursday,47,2018-47,122.72,123.23,115.3,117.54,2196099151,117.54,-3.998,134.33857142857144,184.093
2018-11-30,2018,11,30,Friday,47,2018-47,117.73,119.42,111.74,113.17,2020748396,113.17,-3.719,129.90928571428572,182.5664
2018-12-01,2018,12,1,Saturday,47,2018-47,113.4,120.84,111.62,118.64,2131475768,118.64,4.828,125.955,181.00460000000004
2018-12-02,2018,12,2,Sunday,48,2018-48,118.27,120.56,116.09,116.39,1856199149,116.39,-1.894,121.62071428571429,179.3356
2018-12-03,2018,12,3,Monday,48,2018-48,116.38,116.62,107.42,108.93,1772756193,108.93,-6.413,118.74571428571429,177.6
2018-12-04,2018,12,4,Tuesday,48,2018-48,108.8,113.14,107.4,110.21,1748116495,110.21,1.184,117.30785714285715,175.6102
2018-12-05,2018,12,5,Wednesday,48,2018-48,110.34,110.6,102.48,102.48,1990157607,102.48,-7.021,114.86357142857142,173.4574
2018-12-06,2018,12,6,Thursday,48,2018-48,102.45,104.1,91.76,91.76,2310716932,91.76,-10.456,112.36714285714285,171.15099999999998
2018-12-07,2018,12,7,Friday,48,2018-48,91.65,96.09,83.47,93.29,2554304530,93.29,1.671,110.22357142857143,168.94979999999998
2018-12-08,2018,12,8,Saturday,48,2018-48,93.41,97.06,86.83,92.16,1855759401,92.16,-1.216,108.7,166.7184
2018-12-09,2018,12,9,Sunday,49,2018-49,92.04,98.9,91.03,95.14,1875567180,95.14,3.236,107.17785714285715,164.5126
2018-12-10,2018,12,10,Monday,49,2018-49,94.99,96.26,90.65,91.69,1756437577,91.69,-3.633,105.98928571428573,162.24360000000001
2018-12-11,2018,12,11,Tuesday,49,2018-49,91.58,92.78,87.69,88.95,1707497898,88.95,-2.989,104.485,159.9418
2018-12-12,2018,12,12,Wednesday,49,2018-49,88.61,92.24,88.26,90.59,1533050103,90.59,1.853,102.21000000000001,157.6668
2018-12-13,2018,12,13,Thursday,49,2018-49,90.66,91.11,85.52,86.54,1754475622,86.54,-4.475,99.99571428571429,155.32059999999998
2018-12-14,2018,12,14,Friday,49,2018-49,86.63,87.14,83.23,84.31,1651491877,84.31,-2.578,97.9342857142857,152.9524
2018-12-15,2018,12,15,Saturday,49,2018-49,84.28,85.34,82.83,84.44,1496176898,84.44,0.157,95.49142857142859,150.5746
2018-12-16,2018,12,16,Sunday,50,2018-50,84.47,87.57,84.47,85.26,1565817037,85.26,0.973,93.26785714285714,148.19559999999998
2018-12-17,2018,12,17,Monday,50,2018-50,85.38,96.81,85.38,95.13,2101453024,95.13,11.578,92.28214285714284,145.9908
2018-12-18,2018,12,18,Tuesday,50,2018-50,95.11,101.32,92.97,101.11,2277514076,101.11,6.284,91.63214285714287,144.06799999999998
2018-12-19,2018,12,19,Wednesday,50,2018-50,101.68,108.55,100.69,101.27,2456482115,101.27,0.154,91.5457142857143,142.1422
2018-12-20,2018,12,20,Thursday,50,2018-50,101.09,117.17,100.64,116.22,3063842618,116.22,14.761,93.29285714285716,140.519
2018-12-21,2018,12,21,Friday,50,2018-50,115.84,119.09,107.58,109.5,2632539990,109.5,-5.783,94.45071428571428,138.7316
2018-12-22,2018,12,22,Saturday,50,2018-50,109.46,116.76,107.5,116.76,2338772939,116.76,6.633,96.20785714285715,137.0542
2018-12-23,2018,12,23,Sunday,51,2018-51,117.27,133.08,117.27,130.77,3579715061,130.77,11.995,98.75285714285714,135.6658
2018-12-24,2018,12,24,Monday,51,2018-51,130.64,157.67,130.64,140.24,4370343387,140.24,7.244,102.22071428571428,134.3208
2018-12-25,2018,12,25,Tuesday,51,2018-51,141.0,141.0,125.11,129.84,3298280609,129.84,-7.411,105.14142857142858,132.7358
2018-12-26,2018,12,26,Wednesday,51,2018-51,129.89,136.68,126.29,131.87,2720469126,131.87,1.557,108.09,131.0042
2018-12-27,2018,12,27,Thursday,51,2018-51,131.92,132.68,115.65,116.58,2612804378,116.58,-11.595,110.23571428571428,128.9922
2018-12-28,2018,12,28,Friday,51,2018-51,116.9,137.65,115.69,137.65,3130201009,137.65,18.075,114.0457142857143,127.50059999999999
2018-12-29,2018,12,29,Saturday,51,2018-51,138.47,147.03,134.57,138.02,3169029972,138.02,0.27,117.87285714285714,126.0596
2018-12-30,2018,12,30,Sunday,52,2018-52,137.63,140.69,133.98,139.86,2660086834,139.86,1.334,121.77285714285713,124.60619999999999
2018-12-31,2018,12,31,Monday,52,2018-52,140.03,140.18,132.52,133.37,2358360234,133.37,-4.641,124.50428571428573,123.04679999999999
2019-01-01,2019,1,1,Tuesday,00,2019-00,133.42,141.4,132.65,140.82,2258709868,140.82,5.587,127.34071428571428,121.65480000000001
2019-01-02,2019,1,2,Wednesday,00,2019-00,141.52,156.93,140.65,155.05,3328240369,155.05,10.104,131.18214285714285,120.6192
2019-01-03,2019,1,3,Thursday,00,2019-00,155.2,155.86,147.2,149.14,2676164880,149.14,-3.813,133.53357142857143,119.97399999999999
2019-01-04,2019,1,4,Friday,00,2019-00,148.91,156.88,147.91,154.58,3126192535,154.58,3.652,136.75357142857143,119.44939999999998
2019-01-05,2019,1,5,Saturday,00,2019-00,154.34,160.82,154.34,155.64,3338211928,155.64,0.684,139.53071428571428,119.05860000000001
2019-01-06,2019,1,6,Sunday,01,2019-01,155.8,159.37,152.09,157.75,3231294371,157.75,1.354,141.45785714285714,118.73360000000001
2019-01-07,2019,1,7,Monday,01,2019-01,157.81,158.45,151.15,151.7,2712108388,151.7,-3.833,142.27642857142857,118.22619999999999
2019-01-08,2019,1,8,Tuesday,01,2019-01,151.97,153.63,148.67,150.36,2459808140,150.36,-0.883,143.74214285714285,118.2498
2019-01-09,2019,1,9,Wednesday,01,2019-01,150.55,153.62,150.29,150.8,2369241197,150.8,0.295,145.09428571428572,118.65899999999999
2019-01-10,2019,1,10,Thursday,01,2019-01,150.84,152.15,126.53,128.63,3397734456,128.63,-14.707,145.955,118.4976
2019-01-11,2019,1,11,Friday,01,2019-01,127.81,130.17,125.24,127.55,2667585234,127.55,-0.837,145.23357142857142,118.51440000000001
2019-01-12,2019,1,12,Saturday,01,2019-01,127.53,128.67,125.45,125.97,2212109224,125.97,-1.24,144.37285714285716,118.5678
2019-01-13,2019,1,13,Sunday,02,2019-02,125.91,126.27,116.09,116.9,2268263944,116.9,-7.199,142.73285714285714,118.63600000000001
2019-01-14,2019,1,14,Monday,02,2019-02,116.98,130.86,116.97,129.07,2798085735,129.07,10.412,142.4257142857143,118.8884
2019-01-15,2019,1,15,Tuesday,02,2019-02,129.17,130.74,120.31,122.03,2735449164,122.03,-5.451,141.08357142857145,119.16239999999999
2019-01-16,2019,1,16,Wednesday,02,2019-02,121.81,127.12,121.44,123.55,2746469340,123.55,1.241,138.83357142857145,119.43320000000001
2019-01-17,2019,1,17,Thursday,02,2019-02,123.57,124.27,120.82,123.74,2594091285,123.74,0.158,137.0192857142857,119.4592
2019-01-18,2019,1,18,Friday,02,2019-02,123.65,123.84,120.24,121.01,2305389800,121.01,-2.208,134.62142857142857,119.52860000000001
2019-01-19,2019,1,19,Saturday,02,2019-02,121.61,125.9,121.16,124.52,3048261797,124.52,2.9,132.39857142857142,119.7556
2019-01-20,2019,1,20,Sunday,03,2019-03,124.63,125.07,118.7,119.47,2964108269,119.47,-4.051,129.6642857142857,119.77220000000001
2019-01-21,2019,1,21,Monday,03,2019-03,119.64,119.72,116.16,117.16,2421720343,117.16,-1.939,127.19714285714285,119.7876
2019-01-22,2019,1,22,Tuesday,03,2019-03,117.11,119.66,114.68,118.75,2552507405,118.75,1.357,124.93928571428572,119.984
2019-01-23,2019,1,23,Wednesday,03,2019-03,118.71,119.42,116.38,117.45,2556952198,117.45,-1.091,122.55714285714285,120.1288
2019-01-24,2019,1,24,Thursday,03,2019-03,117.46,118.03,116.01,117.36,2520843420,117.36,-0.076,121.75214285714286,120.4264
2019-01-25,2019,1,25,Friday,03,2019-03,117.59,117.8,115.83,116.38,2606881898,116.38,-0.839,120.9542857142857,120.91879999999999
2019-01-26,2019,1,26,Saturday,03,2019-03,116.37,118.08,115.98,116.49,2412181169,116.49,0.095,120.27714285714285,121.3828
2019-01-27,2019,1,27,Sunday,04,2019-04,116.51,116.69,113.41,113.41,2775888287,113.41,-2.647,120.02785714285714,121.8078
2019-01-28,2019,1,28,Monday,04,2019-04,113.29,113.69,103.34,106.59,3366895505,106.59,-6.01,118.42214285714284,122.0368
2019-01-29,2019,1,29,Tuesday,04,2019-04,106.72,107.17,104.0,105.6,2900418606,105.6,-0.93,117.24857142857142,122.315
2019-01-30,2019,1,30,Wednesday,04,2019-04,105.41,109.45,104.84,108.91,2874370355,108.91,3.134,116.20285714285714,122.7142
2019-01-31,2019,1,31,Thursday,04,2019-04,108.9,110.46,106.53,107.06,2828796031,107.06,-1.695,115.01142857142858,123.04360000000001
2019-02-01,2019,2,1,Friday,04,2019-04,107.15,108.64,105.05,107.61,2541271519,107.61,0.513,114.05428571428571,123.465
2019-02-02,2019,2,2,Saturday,04,2019-04,107.47,110.65,106.76,110.43,2385157838,110.43,2.621,113.04785714285715,123.9874
2019-02-03,2019,2,3,Sunday,05,2019-05,110.49,110.83,106.56,107.49,2519334757,107.49,-2.66,112.19214285714285,124.4484
2019-02-04,2019,2,4,Monday,05,2019-05,107.63,108.7,107.07,107.82,2491888675,107.82,0.306,111.52499999999999,124.89959999999999
2019-02-05,2019,2,5,Tuesday,05,2019-05,107.63,108.13,106.91,107.44,2515863999,107.44,-0.351,110.71714285714286,125.1458
2019-02-06,2019,2,6,Wednesday,05,2019-05,107.57,107.57,102.93,104.92,2593048199,104.92,-2.349,109.82214285714285,125.22200000000001
2019-02-07,2019,2,7,Thursday,05,2019-05,104.84,106.06,104.41,104.54,2326764622,104.54,-0.366,108.90642857142858,125.28739999999999
2019-02-08,2019,2,8,Friday,05,2019-05,104.65,119.81,104.19,119.27,3656841347,119.27,14.093,109.11285714285715,125.3484
2019-02-09,2019,2,9,Saturday,05,2019-05,119.21,120.69,118.0,119.43,2884650400,119.43,0.137,109.32285714285715,125.54700000000001
2019-02-10,2019,2,10,Sunday,06,2019-06,119.41,124.85,117.11,124.81,3148766590,124.81,4.501,110.13714285714286,125.70800000000001
2019-02-11,2019,2,11,Monday,06,2019-06,124.87,124.87,120.31,121.3,3222473887,121.3,-2.811,111.18785714285715,125.51859999999999
2019-02-12,2019,2,12,Tuesday,06,2019-06,121.18,123.47,119.6,122.57,3149576429,122.57,1.05,112.39999999999999,125.1652
2019-02-13,2019,2,13,Wednesday,06,2019-06,122.54,125.55,121.61,122.55,3386585799,122.55,-0.015,113.37428571428572,125.0194
2019-02-14,2019,2,14,Thursday,06,2019-06,122.42,124.45,121.33,121.39,3331701628,121.39,-0.949,114.39785714285713,124.8098
2019-02-15,2019,2,15,Friday,06,2019-06,121.45,123.66,121.37,122.1,3021741615,122.1,0.585,115.43285714285715,124.92020000000001
2019-02-16,2019,2,16,Saturday,06,2019-06,122.4,124.13,122.3,123.26,2905833287,123.26,0.95,116.3492857142857,124.63240000000002
2019-02-17,2019,2,17,Sunday,07,2019-07,123.18,134.46,123.09,133.6,4236081130,133.6,8.388,118.21428571428571,124.544
2019-02-18,2019,2,18,Monday,07,2019-07,133.03,147.69,133.0,146.1,5387525773,146.1,9.356,120.94857142857143,124.6688
2019-02-19,2019,2,19,Tuesday,07,2019-07,146.4,149.93,145.13,145.35,5310842625,145.35,-0.515,123.65642857142856,124.9084
2019-02-20,2019,2,20,Wednesday,07,2019-07,145.17,149.55,142.5,149.55,4500094965,149.55,2.895,126.84428571428573,125.083
2019-02-21,2019,2,21,Thursday,07,2019-07,149.35,149.35,144.56,146.13,3995766856,146.13,-2.289,129.815,124.90459999999999
2019-02-22,2019,2,22,Friday,07,2019-07,146.07,149.27,145.21,149.09,3731099284,149.09,2.027,131.945,124.90360000000001
2019-02-23,2019,2,23,Saturday,07,2019-07,148.68,159.13,147.33,158.8,4519468458,158.8,6.508,134.75714285714287,124.98800000000001
2019-02-24,2019,2,24,Sunday,08,2019-08,158.9,165.55,135.85,135.85,5957715043,135.85,-14.448,135.54571428571427,124.59219999999999
2019-02-25,2019,2,25,Monday,08,2019-08,135.5,142.53,135.48,139.82,4914392068,139.82,2.922,136.8685714285714,124.23360000000001
2019-02-26,2019,2,26,Tuesday,08,2019-08,139.65,139.98,136.58,138.09,3791292839,138.09,-1.24,137.97714285714287,123.9614
2019-02-27,2019,2,27,Wednesday,08,2019-08,138.03,141.34,131.6,136.13,4469776860,136.13,-1.422,138.94714285714286,123.67679999999999
2019-02-28,2019,2,28,Thursday,08,2019-08,136.28,138.85,135.66,136.75,4535438953,136.75,0.456,140.0442857142857,123.3958
2019-03-01,2019,3,1,Friday,08,2019-08,136.84,139.0,136.43,136.44,3756124824,136.44,-0.221,141.06857142857143,123.552
2019-03-02,2019,3,2,Saturday,08,2019-08,136.35,137.18,132.44,134.21,3747176425,134.21,-1.639,141.8507142857143,123.68520000000001
2019-03-03,2019,3,3,Sunday,09,2019-09,134.79,135.85,131.33,132.25,3454374053,132.25,-1.459,141.75428571428571,123.8108
2019-03-04,2019,3,4,Monday,09,2019-09,132.16,132.73,125.4,127.77,4008171341,127.77,-3.384,140.445,124.0282
2019-03-05,2019,3,5,Tuesday,09,2019-09,127.79,138.23,126.74,137.82,4764849990,137.82,7.864,139.90714285714287,124.20320000000001
2019-03-06,2019,3,6,Wednesday,09,2019-09,137.96,139.97,136.15,138.79,4589054219,138.79,0.702,139.13857142857142,124.5384
2019-03-07,2019,3,7,Thursday,09,2019-09,138.94,140.86,137.27,138.03,4339206292,138.03,-0.544,138.56,124.82799999999999
2019-03-08,2019,3,8,Friday,09,2019-09,138.31,139.5,133.56,135.13,4678816794,135.13,-2.106,137.56285714285713,125.0558
2019-03-09,2019,3,9,Saturday,09,2019-09,134.89,139.12,134.68,137.97,5011918715,137.97,2.1,136.075,125.39499999999998
2019-03-10,2019,3,10,Sunday,10,2019-10,138.18,138.27,135.69,136.76,4578438499,136.76,-0.875,136.14000000000001,125.6398
2019-03-11,2019,3,11,Monday,10,2019-10,136.85,137.35,133.1,133.83,4689807419,133.83,-2.139,135.71214285714285,125.92699999999999
2019-03-12,2019,3,12,Tuesday,10,2019-10,134.01,135.27,130.94,134.44,4709988000,134.44,0.455,135.45142857142858,126.2726
2019-03-13,2019,3,13,Wednesday,10,2019-10,134.61,134.61,132.72,133.26,4265162099,133.26,-0.878,135.24642857142857,126.56279999999998
2019-03-14,2019,3,14,Thursday,10,2019-10,133.2,135.18,132.75,133.71,4476532147,133.71,0.337,135.02928571428572,126.88799999999999
2019-03-15,2019,3,15,Friday,10,2019-10,133.57,138.4,133.57,137.69,4506861856,137.69,2.977,135.11857142857144,127.2946
2019-03-16,2019,3,16,Saturday,10,2019-10,137.91,144.56,137.91,142.4,4839003569,142.4,3.418,135.70357142857142,127.815
2019-03-17,2019,3,17,Sunday,11,2019-11,142.24,142.37,139.32,140.0,3827157729,140.0,-1.684,136.25714285714284,128.28519999999997
2019-03-18,2019,3,18,Monday,11,2019-11,140.1,142.27,138.84,139.37,4551739879,139.37,-0.447,137.0857142857143,128.8044
2019-03-19,2019,3,19,Tuesday,11,2019-11,139.25,140.99,139.14,140.52,4251488129,140.52,0.821,137.27857142857144,129.483
2019-03-20,2019,3,20,Wednesday,11,2019-11,140.48,140.95,138.31,140.69,4664134462,140.69,0.119,137.41428571428574,130.1848
2019-03-21,2019,3,21,Thursday,11,2019-11,140.48,141.0,135.86,136.64,5087247796,136.64,-2.879,137.315,130.73940000000002
2019-03-22,2019,3,22,Friday,11,2019-11,136.56,138.79,136.23,137.18,4490899266,137.18,0.399,137.46142857142857,131.3418
2019-03-23,2019,3,23,Saturday,11,2019-11,137.04,139.39,136.91,138.24,4436568613,138.24,0.772,137.4807142857143,131.9544
2019-03-24,2019,3,24,Sunday,12,2019-12,138.32,138.38,136.31,136.99,4266845458,136.99,-0.906,137.49714285714285,132.4856
2019-03-25,2019,3,25,Monday,12,2019-12,137.08,137.7,133.49,135.03,4480516753,135.03,-1.428,137.58285714285714,133.0364
2019-03-26,2019,3,26,Tuesday,12,2019-12,135.05,135.46,133.76,135.46,4499271679,135.46,0.318,137.65571428571428,133.5892
2019-03-27,2019,3,27,Wednesday,12,2019-12,135.45,141.08,135.34,140.99,5228240093,140.99,4.081,138.20785714285714,134.2602
2019-03-28,2019,3,28,Thursday,12,2019-12,141.01,141.01,138.43,139.42,4163212475,139.42,-1.115,138.6157142857143,134.9502
2019-03-29,2019,3,29,Friday,12,2019-12,139.34,142.55,138.05,142.5,5125602702,142.5,2.21,138.9592857142857,135.70940000000002
2019-03-30,2019,3,30,Saturday,12,2019-12,142.36,149.61,141.03,142.09,5144662127,142.09,-0.284,138.93714285714287,136.1658
2019-03-31,2019,3,31,Sunday,13,2019-13,142.14,142.19,140.7,141.51,4249050197,141.51,-0.407,139.04500000000002,136.60739999999998
2019-04-01,2019,4,1,Monday,13,2019-13,141.47,142.73,140.74,141.83,4611999536,141.83,0.223,139.22071428571428,136.9478
2019-04-02,2019,4,2,Tuesday,13,2019-13,141.84,165.23,141.64,163.96,9826645698,163.96,15.604,140.895,137.80100000000002
2019-04-03,2019,4,3,Wednesday,13,2019-13,164.01,178.32,157.32,161.46,10622456246,161.46,-1.527,142.37857142857143,138.5788
2019-04-04,2019,4,4,Thursday,13,2019-13,161.43,164.93,155.24,158.05,7953123529,158.05,-2.11,143.90785714285715,139.28879999999998
2019-04-05,2019,4,5,Friday,13,2019-13,158.02,167.22,157.44,165.51,7531316908,165.51,4.721,145.93142857142857,140.1712
2019-04-06,2019,4,6,Saturday,13,2019-13,165.51,172.52,161.8,165.95,7167016221,165.95,0.261,147.91071428571428,141.0482
2019-04-07,2019,4,7,Sunday,14,2019-14,165.98,175.21,164.93,174.53,7596176020,174.53,5.173,150.59214285714285,142.0736
2019-04-08,2019,4,8,Monday,14,2019-14,174.45,184.38,174.16,180.26,9304964610,180.26,3.281,153.82285714285715,143.0068
2019-04-09,2019,4,9,Tuesday,14,2019-14,180.22,180.25,175.09,176.11,7632529578,176.11,-2.299,156.72642857142858,143.607
2019-04-10,2019,4,10,Wednesday,14,2019-14,176.07,183.13,175.23,177.34,7856924879,177.34,0.694,159.32285714285717,144.2468
2019-04-11,2019,4,11,Thursday,14,2019-14,177.34,177.49,162.32,165.5,7859383417,165.5,-6.677,161.1857142857143,144.5658
2019-04-12,2019,4,12,Friday,14,2019-14,165.34,166.13,161.03,164.74,6237185309,164.74,-0.46,162.77428571428572,144.938
2019-04-13,2019,4,13,Saturday,14,2019-14,164.62,166.36,163.01,164.51,4959301561,164.51,-0.135,164.3757142857143,145.2464
2019-04-14,2019,4,14,Sunday,15,2019-15,164.48,168.59,162.78,167.84,4846298303,167.84,2.021,166.2564285714286,145.4272
2019-04-15,2019,4,15,Monday,15,2019-15,167.9,168.82,159.56,161.57,5672311824,161.57,-3.732,167.66642857142855,145.9416
2019-04-16,2019,4,16,Tuesday,15,2019-15,161.53,167.67,160.89,167.62,5180105341,167.62,3.744,167.92785714285714,146.4976
2019-04-17,2019,4,17,Wednesday,15,2019-15,167.55,168.94,165.5,166.95,5596102715,166.95,-0.401,168.31999999999996,147.0748
2019-04-18,2019,4,18,Thursday,15,2019-15,166.91,175.37,166.67,173.81,6971581464,173.81,4.111,169.4457142857143,147.8284
2019-04-19,2019,4,19,Friday,15,2019-15,173.79,173.98,170.62,173.71,6541053061,173.71,-0.061,170.03142857142853,148.5676
2019-04-20,2019,4,20,Saturday,15,2019-15,173.72,176.71,171.79,173.75,6142567812,173.75,0.025,170.5885714285714,149.3138
2019-04-21,2019,4,21,Sunday,16,2019-16,173.72,174.42,167.43,170.05,6005571688,170.05,-2.132,170.26857142857142,150.0306
2019-04-22,2019,4,22,Monday,16,2019-16,170.02,173.07,168.73,171.87,6094878077,171.87,1.075,169.6692857142857,150.82299999999998
2019-04-23,2019,4,23,Tuesday,16,2019-16,172.01,176.85,170.9,171.45,7097827092,171.45,-0.248,169.33642857142857,151.6966
2019-04-24,2019,4,24,Wednesday,16,2019-16,171.35,171.57,161.98,165.83,7351304156,165.83,-3.279,168.5142857142857,152.2568
2019-04-25,2019,4,25,Thursday,16,2019-16,165.91,166.51,153.85,154.46,6820332362,154.46,-6.855,167.72571428571428,152.5702
2019-04-26,2019,4,26,Friday,16,2019-16,154.58,158.03,152.09,156.35,7505283355,156.35,1.222,167.12642857142856,152.9366
2019-04-27,2019,4,27,Saturday,16,2019-16,156.27,160.59,155.62,158.43,5863109118,158.43,1.335,166.69214285714287,153.4026
2019-04-28,2019,4,28,Sunday,17,2019-17,158.5,159.57,157.13,157.3,5379894433,157.3,-0.719,165.93928571428572,153.78920000000002
2019-04-29,2019,4,29,Monday,17,2019-17,157.29,158.33,153.19,155.2,6053776253,155.2,-1.331,165.4842857142857,154.15800000000002
2019-04-30,2019,4,30,Tuesday,17,2019-17,155.17,162.43,155.17,162.17,6275803460,162.17,4.487,165.095,154.72480000000002
2019-05-01,2019,5,1,Wednesday,17,2019-17,162.19,164.06,159.66,160.82,5789172433,160.82,-0.831,164.65714285714287,155.2524
2019-05-02,2019,5,2,Thursday,17,2019-17,160.85,162.94,160.06,162.12,6044171062,162.12,0.811,163.82214285714284,155.8296
2019-05-03,2019,5,3,Friday,17,2019-17,162.08,170.07,161.08,167.95,7299410672,167.95,3.596,163.41071428571428,156.5144
2019-05-04,2019,5,4,Saturday,17,2019-17,167.89,170.65,161.79,164.03,6658100049,164.03,-2.337,162.7164285714286,157.0412
2019-05-05,2019,5,5,Sunday,18,2019-18,164.02,165.4,159.7,163.45,5938415562,163.45,-0.351,162.24499999999998,157.46220000000002
2019-05-06,2019,5,6,Monday,18,2019-18,163.34,175.76,159.99,172.65,7540096853,172.65,5.63,162.3007142857143,158.11520000000002
2019-05-07,2019,5,7,Tuesday,18,2019-18,172.43,180.39,169.69,169.8,8411140170,169.8,-1.653,162.18285714285713,158.7238
2019-05-08,2019,5,8,Wednesday,18,2019-18,169.9,172.18,166.41,170.95,6416569598,170.95,0.677,162.54857142857142,159.3324
2019-05-09,2019,5,9,Thursday,18,2019-18,170.95,172.88,167.25,170.29,6546914198,170.29,-0.385,163.6792857142857,159.9244
2019-05-10,2019,5,10,Friday,18,2019-18,170.31,175.89,168.99,173.14,8036919053,173.14,1.676,164.87857142857143,160.6544
2019-05-11,2019,5,11,Saturday,18,2019-18,173.14,203.47,173.14,194.3,12578331654,194.3,12.222,167.44071428571428,161.7968
2019-05-12,2019,5,12,Sunday,19,2019-19,194.16,201.88,183.65,187.33,10326050090,187.33,-3.592,169.58571428571426,162.7786
2019-05-13,2019,5,13,Monday,19,2019-19,187.42,205.1,185.31,196.85,10367149039,196.85,5.083,172.5607142857143,163.97580000000002
2019-05-14,2019,5,14,Tuesday,19,2019-19,196.74,217.87,196.05,217.15,12751049755,217.15,10.314,176.48785714285714,165.6182
2019-05-15,2019,5,15,Wednesday,19,2019-19,217.01,247.45,216.82,247.15,13460006534,247.15,13.817,182.6542857142857,167.852
2019-05-16,2019,5,16,Thursday,19,2019-19,246.94,275.39,245.8,264.01,18661465873,264.01,6.82,189.93214285714288,170.31240000000003
2019-05-17,2019,5,17,Friday,19,2019-19,263.85,266.98,227.77,243.76,16037551694,243.76,-7.668,195.34714285714287,172.3992
2019-05-18,2019,5,18,Saturday,19,2019-19,243.91,246.36,233.1,234.6,10933142646,234.6,-3.762,200.38785714285714,174.24120000000002
2019-05-19,2019,5,19,Sunday,20,2019-20,234.45,263.74,233.76,261.29,12049250894,261.29,11.38,207.3764285714286,176.6252
2019-05-20,2019,5,20,Monday,20,2019-20,261.27,261.55,241.8,251.86,10834541285,251.86,-3.608,213.03428571428572,178.8322
2019-05-21,2019,5,21,Tuesday,20,2019-20,251.65,262.11,248.2,255.22,11545049593,255.22,1.331,219.1357142857143,181.1
2019-05-22,2019,5,22,Wednesday,20,2019-20,255.0,258.8,242.73,244.7,9818257463,244.7,-4.121,224.40357142857144,182.7148
2019-05-23,2019,5,23,Thursday,20,2019-20,244.67,247.62,233.79,245.97,10671663487,245.97,0.518,229.80928571428572,184.405
2019-05-24,2019,5,24,Friday,20,2019-20,245.99,255.26,243.24,249.48,9929433206,249.48,1.431,235.26214285714283,186.23359999999997
2019-05-25,2019,5,25,Saturday,20,2019-20,249.69,257.36,249.09,251.76,8924985385,251.76,0.912,239.36642857142857,187.95860000000002
2019-05-26,2019,5,26,Sunday,21,2019-21,251.72,269.17,247.25,267.07,9664267731,267.07,6.081,245.06214285714285,189.981
2019-05-27,2019,5,27,Monday,21,2019-21,267.14,278.51,265.44,272.86,12074664736,272.86,2.169,250.49142857142854,191.9476
2019-05-28,2019,5,28,Tuesday,21,2019-21,272.59,274.32,267.51,271.77,10362846898,271.77,-0.401,254.39285714285714,193.77779999999998
2019-05-29,2019,5,29,Wednesday,21,2019-21,271.78,273.76,263.09,269.46,9819132174,269.46,-0.851,255.98642857142858,195.6448
2019-05-30,2019,5,30,Thursday,21,2019-21,269.55,287.2,247.35,255.86,13604268584,255.86,-5.046,255.4042857142857,197.2152
2019-05-31,2019,5,31,Friday,21,2019-21,256.02,268.66,249.11,268.11,11255023515,268.11,4.79,257.1435714285714,199.2674
2019-06-01,2019,6,1,Saturday,21,2019-21,268.43,273.56,263.52,265.39,9942869852,265.39,-1.015,259.34285714285716,201.28040000000001
2019-06-02,2019,6,2,Sunday,22,2019-22,265.51,272.81,265.04,270.23,8744111713,270.23,1.822,259.9814285714286,203.3948
2019-06-03,2019,6,3,Monday,22,2019-22,270.09,270.33,251.26,252.61,9375712917,252.61,-6.52,260.035,205.0902
2019-06-04,2019,6,4,Tuesday,22,2019-22,252.51,252.51,236.13,241.34,10132549747,241.34,-4.461,259.0435714285714,206.68560000000002
2019-06-05,2019,6,5,Wednesday,22,2019-22,241.5,248.14,239.98,247.05,8548917062,247.05,2.367,259.2114285714286,208.27419999999998
2019-06-06,2019,6,6,Thursday,22,2019-22,246.93,249.94,238.5,249.47,8265146806,249.47,0.981,259.46142857142854,209.92460000000003
2019-06-07,2019,6,7,Friday,22,2019-22,249.34,254.35,246.6,250.93,8379534528,250.93,0.584,259.565,211.46699999999998
2019-06-08,2019,6,8,Saturday,22,2019-22,251.25,252.38,243.23,245.74,7225996863,245.74,-2.069,259.135,212.90760000000003
2019-06-09,2019,6,9,Sunday,23,2019-23,245.54,245.97,229.26,233.09,7566421456,233.09,-5.148,256.7078571428571,214.09439999999998
2019-06-10,2019,6,10,Monday,23,2019-23,232.83,247.66,229.34,247.52,8141159848,247.52,6.192,254.89785714285716,215.64379999999997
2019-06-11,2019,6,11,Tuesday,23,2019-23,247.86,248.66,239.83,245.78,7382269700,245.78,-0.702,253.0414285714286,217.122
2019-06-12,2019,6,12,Wednesday,23,2019-23,245.93,261.02,244.49,260.9,8645598618,260.9,6.152,252.43,218.91099999999997
2019-06-13,2019,6,13,Thursday,23,2019-23,260.91,262.16,255.6,256.17,8442077836,256.17,-1.815,252.45214285714286,220.71779999999998
2019-06-14,2019,6,14,Friday,23,2019-23,256.18,265.37,254.15,264.09,8676891267,264.09,3.091,252.165,222.9104
2019-06-15,2019,6,15,Saturday,23,2019-23,263.93,271.51,262.12,269.02,8126853944,269.02,1.868,252.42428571428573,225.1638
2019-06-16,2019,6,16,Sunday,24,2019-24,268.9,278.14,265.54,269.22,9676746453,269.22,0.076,252.35214285714284,227.37959999999998
2019-06-17,2019,6,17,Monday,24,2019-24,269.09,275.44,268.35,274.35,6009795781,274.35,1.905,253.905,229.72060000000002
