Year,Week_Number,mean_return,volatility
2020,29,3.767285714285715,3.4411097393275965
2020,30,3.506857142857143,4.151979344383889
2020,31,0.37514285714285717,3.4993946823496693
2020,32,1.4447142857142858,4.2532197103796445
2020,33,-1.2411428571428573,3.176975261081491
2020,34,0.19657142857142854,3.384643647276271
2020,35,-2.109428571428572,9.260437784056485
2020,36,2.127857142857143,3.403229222790781
2020,37,0.0062857142857144265,3.9602221197926815
2020,38,-1.0141428571428572,5.696881557149532
2020,39,-0.3577142857142857,1.2168717700571021
2020,40,1.0050000000000001,2.4799804434712787
2020,41,-0.06371428571428575,2.048454353432177
2020,42,1.6552857142857142,3.3214522282823675
2020,43,-0.9001428571428571,2.2015802225198327
2020,44,1.8157142857142856,4.698863540413636
2020,45,0.8145714285714286,2.7352258198756254
2020,46,2.646714285714286,4.370559106654651
2020,47,-0.1420000000000001,5.963857197038395
2020,48,1.6195714285714284,5.6447016708043085
2020,49,-0.6267142857142857,3.665161420469123
2020,50,2.1715714285714287,2.875536463406603
2020,51,-0.41328571428571437,4.857098781312623
2020,52,3.0842,4.078000514958281
2021,00,2.5195,4.988638341271093
2021,01,7.732714285714286,8.665534446189412
2021,02,-0.26085714285714295,7.942562504812734
2021,03,0.39700000000000013,9.626406667772422
2021,04,1.8071428571428572,6.948946045470287
2021,05,3.0532857142857144,6.578746884584372
2021,06,1.1871428571428573,3.9579485607475764
2021,07,0.8385714285714286,2.596720358268795
2021,08,-3.673714285714286,5.977008664158733
2021,09,1.9522857142857142,5.9530124226950765
2021,10,2.2697142857142856,4.564495836135163
2021,11,-0.8314285714285715,2.2477946122917056
2021,12,-0.7045714285714286,4.08427936757281
2021,13,2.513571428571429,4.8562823866665354
2021,14,0.8132857142857144,4.088525313373422
2021,15,1.4232857142857143,4.378434336391861
2021,16,-0.7375714285714284,4.720109068554202
2021,17,4.222142857142857,3.19416788478478
2021,18,4.349571428571429,7.861162315610901
2021,19,-0.7604285714285715,7.386521325070029
2021,20,-5.603142857142857,12.70369512423546
2021,21,0.5254285714285712,12.588445851350395
2021,22,2.245142857142857,6.563746425849884
2021,23,-1.4,3.8618028604957733
2021,24,-1.093,5.190004816953449
2021,25,-2.2005714285714286,7.595072324806896
2021,26,2.9464285714285716,4.840579987878273
2021,27,-0.6425714285714286,5.034547343344877
2021,28,-1.4601428571428572,3.1961890029935875
2021,29,2.158857142857143,5.049958792854038
2021,30,2.1342857142857143,1.5653309250001755
2021,31,3.2684285714285712,4.65227030087257
2021,32,0.5848571428571427,4.950467635438475
2021,33,-0.11114285714285714,3.802865955590662
2021,34,0.13357142857142854,3.5072980985911295
2021,35,2.7172857142857145,4.9310923980488575
2021,36,-2.303285714285714,5.485258052704714
2021,37,0.7647142857142858,4.122408790755137
2021,38,-2.018857142857143,7.446791913940111
2021,39,2.248428571428571,5.207446074521331
2021,40,0.7702857142857142,1.7419997813132004
2021,41,1.0337142857142856,3.2838949290076114
2021,42,1.293,3.966712660797771
2021,43,0.6130000000000001,4.740259275609299
2021,44,0.6617142857142857,2.550702956329602
2021,45,0.42899999999999994,2.3679482680160056
2021,46,-0.639857142857143,5.25037527003456
2021,47,-0.9747142857142858,4.099690871040796
2021,48,0.15342857142857141,4.160537139086044
2021,49,-0.03057142857142863,4.5814014179485465
2021,50,-0.3389999999999999,4.784117264449106
2021,51,0.4841428571428571,1.7553300191674717
2021,52,-1.7086666666666666,2.985717914784762
2022,00,2.364,0.0
2022,01,-2.7457142857142856,3.219251813402493
2022,02,1.111142857142857,3.1995511366737794
2022,03,-4.425857142857143,5.00602005684394
2022,04,1.1507142857142856,3.363673424213758
2022,05,2.245714285714286,4.757928180566471
2022,06,-0.4154285714285714,3.460338512204784
2022,07,-0.6648571428571427,4.9699996454919875
2022,08,0.1460000000000001,3.6398868572159397
2022,09,-0.43957142857142845,6.344107156964455
2022,10,-0.4264285714285715,3.8663909466556734
2022,11,1.9751428571428573,2.7169213231506126
2022,12,0.9445714285714286,1.9283880018591397
2022,13,1.3547142857142858,2.9140437376199255
2022,14,0.03099999999999999,2.1899892693801037
